protein,JL_analysis_exp2/W_2_BETA_3_D_8_mu_0.0,JL_analysis_exp2/W_2_BETA_3_D_8_mu_0.0003,JL_analysis_exp2/W_3_BETA_3_D_8_mu_0.001,JL_analysis_exp2/W_3_BETA_6_D_8_mu_5e-05,renan_analysis/W_2_BETA_12_D_8_mu_0.0,renan_analysis/W_2_BETA_3_D_8_mu_5e-05,renan_analysis_OG/W_2.5_BETA_8_D_7_mu_5e-05,renan_analysis_OG_diff_params/W_2_BETA_12_D_8_mu_0.0,renan_analysis_OG_diff_params/W_2_BETA_3_D_8_mu_5e-05,renan_new_TFs/W_3_BETA_3_D_8_mu_5e-05,renan_new_TFs/W_3_BETA_6_D_8_mu_0.003,renan_new_proteins_and_TFs/W_2_BETA_3_D_8_mu_5e-05,renan_new_proteins_and_TFs/W_3_BETA_12_D_8_mu_0.001,renan_new_proteins_and_TFs/W_3_BETA_3_D_8_mu_0.001,renan_new_terminals/W_1_BETA_6_D_8_mu_0.01,renan_new_terminals/W_2_BETA_3_D_8_mu_0.0003,renan_new_terminals/W_3_BETA_3_D_8_mu_0.001
AKTIP,0.976190476190476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALB,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALDH1B1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
ALDH3A2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
ALDH9A1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
ALDOA,0.9047619047619052,0.0,0.0,0.0,0.96,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALG12,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ALK,0.9285714285714292,0.0,0.0,0.0,0.96,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALYREF,0.976190476190476,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
AMBRA1,0.9285714285714292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMFR,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMOT,0.9285714285714292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMPH,1.0,0.0,0.0,0.0,0.98,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANAPC1,1.0,0.0,0.0,0.92,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANAPC10,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANAPC11,0.9285714285714292,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANAPC2,0.976190476190476,0.0,0.0,0.0,0.98,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANAPC4,1.0,0.0,0.0,0.98,1.0,0.96,0.9,1.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANAPC5,0.976190476190476,0.0,0.0,0.0,0.92,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANAPC7,1.0,0.0,0.0,0.0,1.0,0.0,0.9,1.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANK2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.98,1.0,0.0,1.0,0.98
ANP32A,0.952380952380952,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANXA1,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANXA2,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ANXA3,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
ANXA6,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
ANXA7,1.0,0.0,0.0,0.0,0.98,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AP1B1,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AP1G1,0.976190476190476,0.0,0.0,0.0,0.94,0.0,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AP1M1,0.9285714285714292,0.0,0.0,0.0,0.94,0.0,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AP2A1,0.976190476190476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AP2A2,0.9047619047619052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AP2B1,0.976190476190476,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AP2M1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APAF1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APBB1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APC,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APEX1,1.0,1.0,0.0,1.0,0.96,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
APEX2,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
API5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
APLP1,0.9047619047619052,0.0,0.0,0.0,0.94,0.0,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APOA1,0.976190476190476,0.0,0.0,0.0,0.98,0.96,0.95,0.98,0.92,0.9642857142857142,0.0,0.94,0.0,0.0,0.0,0.0,0.0
APOB,0.9285714285714292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APOE,1.0,1.0,0.98,1.0,0.96,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.98
APP,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APPBP2,0.976190476190476,0.0,0.0,0.0,0.98,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APPL1,0.976190476190476,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AR,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARAF,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARF1,0.976190476190476,0.0,0.0,0.0,0.98,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARF4,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
ARF6,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARFGEF1,0.0,0.0,0.0,0.0,0.94,0.0,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARFIP2,0.9047619047619052,0.0,0.0,0.0,0.9,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARHGAP32,0.976190476190476,0.0,0.0,0.0,0.98,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARHGAP5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,0.0,0.0,0.0
ARHGDIA,1.0,0.0,0.0,0.9,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARHGEF11,0.0,0.0,0.0,0.0,0.94,0.0,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARHGEF7,0.976190476190476,0.0,0.0,0.0,0.98,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARID1A,0.976190476190476,0.0,0.0,0.0,0.92,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARID1B,0.0,0.0,0.0,0.0,0.94,0.0,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARIH2,0.976190476190476,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARL2,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARL3,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
ARL8A,1.0,0.96,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0
ARNT,1.0,0.0,0.0,0.0,1.0,0.0,0.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARPC1B,1.0,0.0,0.0,0.0,0.92,0.92,0.0,0.92,0.92,1.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0
ARPC2,0.976190476190476,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
ARPC3,0.976190476190476,0.0,0.0,0.0,0.92,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARPC4,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARPC5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
ARPP19,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ARR3,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARRB1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARRB2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARSA,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9
AS3MT,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASAP1,0.952380952380952,0.0,0.0,0.0,0.96,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASB9,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASCC2,0.976190476190476,0.0,0.0,0.0,0.9,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASF1A,0.952380952380952,0.0,0.0,0.92,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
ASF1B,1.0,0.0,0.0,0.94,1.0,0.0,0.0,1.0,0.9,0.9285714285714292,0.0,0.92,0.0,0.0,0.0,0.0,0.0
ASH2L,1.0,1.0,0.0,1.0,1.0,0.92,0.95,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ASNS,1.0,1.0,0.0,1.0,0.94,0.0,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ASS1,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASXL1,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATF2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATF3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATF4,1.0,0.0,0.0,0.0,1.0,0.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATF6,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATF7IP,0.976190476190476,0.0,0.0,0.0,0.98,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATG12,1.0,0.0,0.0,0.0,0.98,0.0,0.95,0.98,0.0,0.9285714285714292,0.0,0.9,0.0,0.0,0.0,0.0,0.0
ATG16L1,0.9047619047619052,0.0,0.0,0.0,0.9,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATG3,0.952380952380952,0.0,0.0,0.0,0.94,0.0,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATG4B,1.0,0.0,0.0,0.0,0.96,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATG5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATG7,0.952380952380952,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATIC,0.9285714285714292,0.0,0.0,0.0,0.94,0.0,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATM,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
ATN1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATP13A2,0.952380952380952,0.0,0.0,0.0,0.94,0.0,1.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATP1A1,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATP2A2,0.9047619047619052,0.0,0.0,0.0,0.94,0.0,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATP2B4,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.98,0.92,0.0,0.0,0.0
ATP4A,0.9047619047619052,0.0,0.0,0.0,0.94,0.0,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATP5A1,0.952380952380952,0.0,0.0,0.0,0.98,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATP5B,1.0,0.0,0.0,0.0,0.98,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATP5C1,1.0,0.0,0.0,0.0,0.94,0.0,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATP6V1B1,1.0,0.0,0.0,0.0,0.94,0.0,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATP6V1B2,0.9285714285714292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATP6V1C1,0.9047619047619052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATP6V1E1,0.976190476190476,0.0,0.0,0.0,0.92,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATP7A,1.0,1.0,0.98,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
ATPAF2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.92,0.0,0.0,0.0,0.0
ATR,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATRX,0.976190476190476,0.0,0.0,0.0,0.92,0.0,0.9,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATXN1,1.0,0.0,0.0,0.0,1.0,0.0,0.9,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATXN1L,0.976190476190476,0.0,0.0,0.0,0.94,0.0,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATXN2,1.0,0.0,0.0,0.0,0.96,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATXN3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATXN7,1.0,0.0,0.0,0.0,1.0,0.0,0.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUP1,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AURKA,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AURKB,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AXIN1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B2M,1.0,0.0,0.0,0.0,0.98,0.92,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BABAM1,1.0,0.0,0.0,0.0,0.98,0.92,0.9,0.98,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0
BACH1,0.9047619047619052,0.0,0.0,0.0,0.92,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BAD,1.0,0.0,0.0,0.98,1.0,0.94,0.9,1.0,0.9,0.9285714285714292,0.0,0.94,0.0,0.0,0.0,0.0,0.0
BAG1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BAG2,1.0,0.0,0.0,0.0,0.98,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BAG3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BAG6,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BAIAP2,0.952380952380952,0.0,0.0,0.0,0.98,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BAK1,0.976190476190476,0.0,0.0,0.0,0.96,0.92,0.0,0.96,0.92,0.9285714285714292,0.0,0.9,0.0,0.0,0.0,0.0,0.0
BANF1,0.9285714285714292,0.0,0.0,0.0,0.94,0.0,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BAP1,0.976190476190476,0.0,0.0,0.0,0.96,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BARD1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BASP1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
BATF,1.0,0.0,0.0,0.0,0.92,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BAX,1.0,0.0,0.0,0.9,1.0,0.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BAZ1A,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BAZ1B,0.976190476190476,0.0,0.0,0.0,0.96,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBC3,0.9047619047619052,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCAP31,0.952380952380952,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCAR1,1.0,0.0,0.0,0.0,1.0,0.0,0.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCAS2,0.9285714285714292,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
BCAT1,1.0,1.0,0.92,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,0.0,1.0,0.94
BCAT2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BCCIP,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCL10,1.0,0.0,0.0,0.92,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCL11B,1.0,0.0,0.0,0.0,0.96,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCL2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCL2L1,1.0,0.0,0.0,0.96,1.0,0.92,0.0,1.0,0.96,1.0,0.0,0.94,0.0,0.0,0.0,0.0,0.0
BCL2L11,0.976190476190476,0.0,0.0,0.9,0.98,0.96,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCL2L2,0.9047619047619052,0.0,0.0,0.0,0.9,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCL3,1.0,0.0,0.0,0.0,0.98,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCL6,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCLAF1,0.9285714285714292,0.0,0.0,0.0,0.94,0.0,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCOR,0.952380952380952,0.0,0.0,0.0,0.94,0.0,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCR,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BDH2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BECN1,1.0,0.0,0.0,0.9,1.0,0.0,0.9,1.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0
BHLHE40,0.9047619047619052,0.0,0.0,0.0,0.96,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BID,0.952380952380952,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BIK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BIN1,0.9047619047619052,0.0,0.0,0.0,0.92,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BIRC2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BIRC3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BIRC5,1.0,0.0,0.0,0.0,0.96,0.96,0.95,0.96,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BIRC6,0.952380952380952,0.0,0.0,0.0,0.92,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BLM,1.0,0.0,0.0,0.96,1.0,0.0,0.0,1.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BLMH,1.0,1.0,0.92,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.96
BLNK,1.0,0.0,0.0,0.0,0.98,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BLOC1S6,0.952380952380952,0.0,0.0,0.0,0.92,0.9,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BMP1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
BMP2,1.0,1.0,1.0,1.0,0.94,0.0,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
BMPR1A,0.952380952380952,0.0,0.0,0.0,0.98,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
